Tstar,Hstar_min,Hstar_med,Hstar_max,pixel_x,pixel_y_q85,pixel_y_median,pixel_y_q15
4.349775784753363,0.0,0.0,0.0,449.0,322.0,321.0,320.0
4.37219730941704,0.0,0.0,0.0,450.0,322.0,321.0,320.0
4.394618834080718,0.0,0.0,0.0,451.0,322.0,321.0,320.2
4.417040358744394,0.0,0.0,0.0,452.0,322.0,321.0,320.35
4.439461883408072,0.0,0.0,0.0,453.0,322.0,321.0,320.35
4.461883408071749,0.0,0.0,0.0,454.0,322.0,321.0,320.35
4.484304932735426,0.0,0.0,0.0,455.0,322.0,321.0,321.0
4.506726457399103,0.0,0.0,0.0,456.0,322.0,321.0,321.0
4.5291479820627805,0.0,0.0,0.0,457.0,322.0,321.0,321.0
4.551569506726457,0.0,0.0,0.0,458.0,322.0,321.0,321.0
4.573991031390134,0.0,0.0,0.0,459.0,321.95,321.0,321.0
4.596412556053812,0.0,0.0,0.0,460.0,321.95,321.0,321.0
4.618834080717488,0.0,0.0,0.0,461.0,321.95,321.0,321.0
4.641255605381166,0.0,0.0,0.0,462.0,322.0,321.0,321.0
4.663677130044843,0.0,0.0,0.0,463.0,322.0,321.0,321.0
4.686098654708521,0.0,0.0,0.0,464.0,322.0,321.0,321.0
4.708520179372197,0.0,0.0,0.0,465.0,322.0,321.0,321.0
4.7309417040358746,0.0,0.0,0.0,466.0,322.0,321.0,321.0
4.753363228699552,0.0,0.0,0.0,467.0,322.0,321.0,321.0
4.7757847533632285,0.0,0.0,0.0,468.0,322.0,321.0,321.0
4.798206278026906,0.0,0.0,0.0,469.0,322.0,321.0,321.0
4.820627802690583,0.0,0.0,0.0,470.0,322.0,321.0,321.0
4.84304932735426,0.0,0.0,0.0,471.0,322.0,321.0,321.0
4.865470852017937,0.0,0.0,0.0,472.0,322.0,321.0,321.0
4.887892376681615,0.0,0.0,0.0,473.0,322.0,321.0,321.0
4.910313901345291,0.0,0.0,0.0,474.0,322.0,321.0,321.0
4.932735426008969,0.0,0.0,0.0,475.0,322.0,321.0,321.0
4.955156950672646,0.0,0.0,0.0,476.0,322.0,321.0,321.0
